context,date_time
确实没人要了，慢慢的跌吧，垃圾股遍地，看戏,06-24 10:49
7至12月埋,06-24 10:49
没有3000点保卫站呀,06-24 10:49
能剩1万亿都算侥幸了,06-24 10:49
市场恢复了吗，#IPO受理、上会全部恢复，如何解读？#,06-24 10:49
感觉每波都是有多少仓要抄底啊，没人低位卖也砸,06-24 10:49
裤叉子都不剩了,06-24 10:49
跳空跌破半年线，后面还有的调,06-24 10:21
要反弹了,06-24 10:49
现金为王！现金为王！现金为王！,06-24 10:49
开盘，电力，石油，日用化工，航空，等红盘白酒，旅游，BC电池，CXO概念，等跌幅,06-24 09:39
还有三百家红的！加油！,06-24 10:49
中国股市,06-24 10:49
我闻到了牛逼的味道[微笑][微笑][微笑],06-24 10:49
不能上涨，上涨有风险,06-24 10:49
历史性的一刻真是厉害！A股果然不一般！,06-24 10:49
5000下跌，NB。,06-24 10:49
五千只全部下跌，那就好玩了,06-24 10:49
空空空[韭菜][韭菜][韭菜][韭菜][韭菜][韭菜][韭菜][韭菜][韭菜][,06-24 10:49
2635等着踩吧，踩了在进,06-24 10:49
2700点没亏钱现在2900亏了,06-24 10:49
下跌过5000家了。。。,06-24 10:48
跌,06-24 10:48
A股要放开散户做空权限了！#IPO受理、上会全部恢复，如何解读？#,06-24 10:48
牛市的味道,06-24 10:48
2867→2635！,06-24 10:48
一直这么跌谁受得了,06-24 10:48
2600点止跌,06-24 10:48
爽快跌跌爽快,06-24 10:48
最近网传“全球二维码日均消耗100亿个”，为此有人担心，二维码有一天会不会被用光,06-24 10:07
情绪到了，只要有资金进来，抄底散户随后跟着,06-24 10:48
要调整2800点！利空不断！,06-24 10:48
加速下跌，快反弹了。,06-24 10:48
津巴布伟股市大跌,06-24 10:48
主力是天天流出啊，这还能好嘛。,06-24 10:48
这么大利空，跌3个点，不过分吧，关键是没有护盘的了，明牌！！,06-24 10:48
5000家待涨,06-24 10:48
银行证券保险三大护法一起上,06-24 10:48
抄底天天都是机会。,06-24 10:48
比我周末预测待涨的还多了300多家,06-24 10:25
打爆多头,06-24 10:25
利好空头#IPO受理、上会全部恢复，如何解读？#,06-24 10:25
谈股策略-选择与努力,06-24 10:25
阿祖，收手吧,06-24 10:25
心碎了，本金今年亏了30%了[哭],06-24 10:25
每天四五千家待涨，还让人活吗,06-24 10:25
社保都亏爆了,06-24 10:25
拉上千亿以上的票[大笑],06-24 10:25
打爆空头,06-24 10:25
破位了，这下谁能救得起,06-24 09:53
别装了，赶紧的2600吧,06-24 10:25
$上证指数(SH000001)$,06-24 10:25
这几天可恶的英大证券大肖分析师又胡说牛市来了！,06-24 10:25
破前低再说吧，7.15前后能干到2600不，加油,06-24 10:25
何其有幸,06-24 10:24
问题不大，我还剩10%，还可以跌好几天。,06-24 10:24
这让我如何爱，这是要我的命！清仓式退出！散户自知，让他们自己去玩！,06-24 10:24
国家队正在托底。#两市成交额不足6200亿，什么信号？#,06-24 10:24
反抽不接还有新低,06-24 10:24
$上证指数(SH000001)$,06-24 10:24
茅台把报团白马带崩。迟早回到16年价位。,06-24 10:06
离2635点还有一定距离，不买,06-24 10:24
爱在深秋，大家别慌,06-24 10:24
销户销户努力搬砖去吧,06-24 10:24
下行趋势不可阻挡,06-24 10:23
跌的了,06-24 10:23
今天也就4800多家待涨而已，加油，争取5200家待涨[大笑],06-24 10:23
那三百多家红盘的真没意思！,06-24 10:23
空仓真好！,06-24 10:23
反攻,06-24 10:23
上证2600来临！！珍惜即将到来的机会！2600未来十年的位置！！,06-24 10:23
你以为你是开投资的，没想到……,06-24 10:23
救市资金进场了？[俏皮],06-24 10:23
没有止跌迹象,06-24 10:23
别冲动，要理性！,06-24 10:23
2900保卫战打响,06-24 09:50
清完清完，吃瓜看戏,06-24 10:23
自己看吧，这是一个小时主力资金流出情况，平均一分钟流出2亿元,06-24 10:23
遍地拾钱时刻！[哭],06-24 10:22
航天赛道投入2万亿，发射，,06-24 10:22
【目前格局：名花尚待字闺中】[微笑][微笑][得意][得意]一一豫信电科控股超聚,06-24 10:22
看来主力是不想大盘好了，这么低的位置还在净流出百亿以上！,06-24 10:06
更大幅低开——加速下跌？,06-24 09:24
牛市来了吗？,06-24 10:22
今天就由白酒互一下盘吧反正跌这么久了涨一下,06-24 10:22
380家待跌，怎么一会儿功夫90家又没了。。。。我去。,06-24 10:04
抄家伙干,06-24 10:22
坐稳了，四号机开启暴走状态，拉指数了,06-24 10:22
早离开就是赚到了，有同意的没有？[哭]，春节到现在如果一直空仓或者销户就可以跑赢,06-24 10:22
亏麻了，亏麻了，亏麻了……,06-24 10:22
如此脆弱是因为散户从来不看股息率能靠持有就赚钱的票少之又少。所有票都靠画饼炒概念,06-24 10:22
不想被收割就不管它怎么跌都不要卖！等春暖花开时！,06-24 10:22
别卖了，卖了都亏，守住,06-24 10:22
太牛逼了,06-24 10:22
差不多了,06-24 10:22
满仓了,06-24 10:22
真要跌倒2630？二次探底？,06-24 10:22
IP0市场化，马上给你下马威。,06-24 10:22
终于引入了长期投资者。[笑哭][笑哭][笑哭],06-24 10:22
$上证指数(SH000001)$,06-24 10:22
[拜神][拜神][拜神][拜神],06-24 10:22
现在都懒得说保卫战了。,06-24 10:21
买什么都亏,06-24 10:21
已经离场的不要回头,06-24 10:21
洗干净了,06-24 10:21
别存幻想了，赶紧跑吧,06-24 10:21
不知3000点要保多少次,06-24 10:21
抄底的都退，没有的继续撤，就这样割。,06-24 10:21
今天走势比预计的情况好很多，下午估计会红盘,06-24 10:21
跌了一个月了,06-24 10:21
跌！跌！跌！？,06-24 10:21
融券卖赚赚赚,06-24 10:21
这次会不会跌到2500,06-24 10:21
连反弹都没有了！太惨了。,06-24 10:21
6662到底了,06-24 10:21
每次反弹必须碰顶，每次下跌必须触底。底部在2857.大概率事件。为什么没有耐心守,06-24 10:21
愿我们的祖国能国泰民安吧,06-24 10:21
愿我们的祖国能国泰民安吧,06-24 10:21
海通最垃圾的app,06-24 10:21
惨不忍睹,06-24 10:21
说好的流动性枯竭，市场非理性下跌该出手就出手,06-24 10:21
4000点的起点！#IPO受理、上会全部恢复，如何解读？#,06-24 10:21
抄底吧小散使劲,06-24 10:21
2000保卫战,06-24 10:21
在这么低迷的情况下又再重启ipo，决策者是何策略？请解释一下？应该没有居心吧！#,06-24 10:21
$上证指数(SH000001)$,06-24 10:20
看我之前说的，是不是让你们拉高就离开,06-24 10:20
今天全卖，不玩了，陪了7000块,06-24 10:20
今天跌的酣畅淋漓,06-24 10:20
好啊，你不给钱有的是人给我钱，就别怪我了,06-24 10:20
2640,06-24 10:20
得到2870,06-24 10:20
稳中有升[哭],06-24 10:20
把我菜粕都吓的止盈了，你牛掰[滴汗][滴汗][滴汗],06-24 10:20
一个小时不到，主力资金流出130亿，只有一个板块翻红，主力做空也赚钱，这个制度不,06-24 10:20
大涨一个点,06-24 10:20
3000点将是未来5年内的高点。,06-24 10:20
下午红盘,06-24 10:20
单边下跌,06-24 10:20
恢复！礳盘中继！,06-24 10:20
茅子还没跌了就一个点了。茅子要跌起来，估计就三个点了[惊讶],06-24 10:20
还在拉创业板龙头茅台以及电力半导体等[笑哭],06-24 10:20
上证指数是否做今年2月份低点2635附近的W底,06-24 10:05
今天大盘最后一跌，小散们跌到就爬不起来了,06-24 10:20
这周都不用看盘了，至少要到2800附近，下个月才有上升了,06-24 10:20
老老实实让茅台跌下去，让估值回归本来面目，越是拉茅台，越是股指没戏，任何散户都明,06-24 10:20
光门吧#IPO受理、上会全部恢复，如何解读？#,06-24 10:20
2900保卫战打响,06-24 10:20
海通证券己经崩溃了。,06-24 10:20
看这节奏前守住不,06-24 10:20
不急继续等，空仓无所畏惧[吃瓜],06-24 10:20
单边趋势下跌行成，创新低2635不是梦,06-24 10:20
均线2922,06-24 10:20
早点到吧,06-24 10:20
今日还是没有恐慌，大盘指数还得调整。,06-24 10:20
[为什么],06-24 10:20
走势极好,06-24 10:20
跌了好多天了，把恐慌都跌没了,06-24 10:20
这个月2800,06-24 10:20
还在做发财梦,06-24 10:20
石油，海油，银行，核电你们不买，活该亏钱，亏死你们,06-24 10:19
这么肆无忌惮就没人吓唬下吗,06-24 10:19
查税啊，呵呵,06-24 10:19
此身#钮文新：要为正能量注入股市提供空间#,06-24 10:19
大A这次会跌到几个点？,06-24 10:19
突破前期低点，2600做一个底部反抗，再回升到2800，然后奔向2200点,06-24 10:19
今天小作文不好写了,06-24 10:19
目前半仓还是希望果断一点咂,06-24 10:19
5000多个全干绿了，留400个红不好看,06-24 10:19
全面蹦盘，打错字才能发出来，真是服了[大笑],06-24 10:19
明年三月进场，你们进太早了,06-24 10:19
俺除外，因为今年春节后不久已清仓。[大笑],06-24 10:19
清仓走人留下的发财[旺柴][旺柴],06-24 10:19
想哭！,06-24 10:19
止不住往下跌呀！,06-24 10:19
2940等你,06-24 10:19
空仓的表示你赶紧跌,06-24 10:19
双杀双杀双杀！,06-24 10:19
都去看看股指期货，就知道谁是做空的主力了！天天净是睁眼说瞎话！！,06-24 10:19
一步到位，跌个300点吧,06-24 10:19
重返2800点，不要死抗,06-24 10:19
又狂,06-24 10:19
止不住往下跌呀！,06-24 10:19
上涨的恐惧,06-24 10:19
买个股则跌个股，买指数ETF则跌指数，老胡今年，不未来要买上海学区房给子女读书的,06-24 10:19
道指本周破4万,06-24 10:18
金融防守都做不好吗？,06-24 10:18
国家队呢？etf买起来,06-24 10:18
一起讨论下，本周五能破2800不？,06-24 10:18
1840的轮回,06-24 10:18
“吉利德”的出现，是否意味着人类在性生活上可以为所欲为，无所顾虑了#吉利德新药预,06-24 04:28
天啦，又割韭菜拉。快跑啊。,06-24 10:18
好好查查谁在加的空单,06-24 10:18
哈哈哈哈哈哈哈哈,06-24 10:18
2963点止跌反攻！,06-24 10:18
一会证券银行保险还得拉一下吧[想一下],06-24 10:18
不要再做无聊的选择题了小散不会傻乎乎真的把自己的想法说出来的？#IPO受理、上会,06-24 10:18
又了,06-24 10:18
反正没眼看.快点加速吧,06-24 10:18
真狠啊[愤怒],06-24 10:18
清清清，都清仓了吗？,06-24 10:18
指数破2635前低就可以进了吧,06-24 10:18
2500,06-24 10:18
这波是2600保卫战,06-24 10:18
这辈子最后悔的进了股市,06-24 10:18
大盘虽在3000附近，但8成的股票价格在2500的位置,06-24 10:18
那些半导体业绩,06-24 10:18
打到2500点再来新股,06-24 10:18
船翻了？？,06-24 10:18
比如发行价20块钱，上次开盘100块钱就开始转融通做空到1元，下跌过程中全由基金,06-24 10:18
回补周线2867缺口,06-24 10:18
下午会拉起来的,06-24 10:18
空仓看戏,06-24 09:48
大家不要停，奏乐!,06-24 10:18
当市场已经l都不要了，还有什么值得留恋？大A关了了吧？在这丢人现眼,06-24 10:18
立贴为证，销户了,06-24 10:18
主打一个字：危！！！！！！,06-24 10:18
不是还没到底啊[捂脸],06-24 10:18
现在的节奏是什么,06-24 10:18
从五月十号到今天主力没有一天不是往外卖的,06-24 10:18
加速下跌，冲啊，逃命了,06-24 10:17
[鼓掌][鼓掌][鼓掌][鼓掌],06-24 10:17
全部跌停，发去吧,06-24 10:17
今天2900能保住吗？,06-24 10:17
要哭了，撑不住了咋办,06-24 10:17
现在是要2900点保卫战了,06-24 10:17
无所谓了，反正我也快亏完了，不要了，只希望一直跌到年底，谢谢啦,06-24 10:17
诱空要来了,06-24 10:17
以后可能都不如京巴布韦和黎巴嫩了。,06-24 10:17
宣布调查哪家公司之前能不能先冻结其账户停止交易，避免散户损失。,06-24 10:17
抄底的机会来了，兄门,06-24 10:17
业绩爆表的会暴涨，让市场回归正常，哪些乱炒概念的天天跌停板,06-24 10:17
永远无法阻止比亚迪，华为称霸世界！,06-24 10:17
天天拉一些大屁股，实在想护盘，拉证券啊，证券起来，人气就来了,06-24 10:17
非正常时期要非正常手段,06-24 10:17
还是存银行吧起码能保住本金,06-24 10:17
限售股减持套现不离开二级市场，A股就没有出头之日,06-24 10:17
跌跌不休，自选里全部绿油油。,06-24 10:17
破三千抄底的是不是凉透了,06-24 10:17
最擅长3000点保卫战,06-24 10:17
扶我起来，我还能加[惨!关灯吃面][惨!关灯吃面][惨!关灯吃面],06-24 10:16
今天就很关键了，如果今天能收回3000，说明周五只是假摔，万事大吉，收不回去的话,06-24 10:16
早盘单边下行，午盘单边向上！,06-24 10:16
今天国家队发力，准备全部助力股市，中国股市历史性发展开始！,06-24 10:16
完了，破1984，,06-24 10:16
股民大家不要慌，相信第一支撑位2580点会有支撑的。,06-24 10:16
真的不破不立,06-24 10:16
从哪里来回哪里去，这是铁定的事实，2400点见！,06-24 10:16
好消息，量能放大了，坏消息是还在跑。就知道跑。还加量跑这就过分了。统统抓起来。,06-24 10:16
不能看了，血压飙升。关机！,06-24 10:16
直接跌了一个多月了,06-24 09:49
个股又到2600了,06-24 10:16
融资融券不止，资金持续流失。,06-24 10:16
兄弟们咋办呀[大哭][大哭][大哭][怒],06-24 10:16
重大利空，#IPO受理、上会全部恢复，如何解读？#,06-24 10:16
健康，稳定[笑哭][笑哭][笑哭],06-24 10:16
我是不是睡过了,06-24 10:16
没有希望了#IPO受理、上会全部恢复，如何解读？#,06-24 10:16
新一代没人进入股市，都是些存量的老年散户在拼博。想想没有增量资金进来，上涨不容易,06-24 10:16
2970这边只买不卖，坐等主力自救。,06-24 10:16
年内个股3.2元，现在还在2.2元，又来了,06-24 10:16
价值洼地在现,06-24 10:16
怪了,06-24 10:16
打不赢就加入吧。一起来做空。爽歪歪。,06-24 10:16
又重演,06-24 10:16
周线级别调整的，看2922,06-24 10:16
现在有美股前三家市值少了吧,06-24 10:16
选择退市不赔是市场诚信的短板，不改变规则市场相当于推倒从来。不要最后的信心消失。,06-24 10:16
资本力量无穷,06-24 10:15
跌倒2600然后又一波牛市上涨到3000，这样年年有牛市,06-24 09:39
这特么是真狠呀,06-24 10:15
刺激不刺激，老铁们,06-24 10:15
回家躺平，任你东南西北风，你奈我何，一年不买不卖，看你耗,06-24 10:15
今天受到外盘故事上涨影响，股指微跌,06-24 10:15
这样跌下去，把散户们信心跌没了，我的天哪！！！,06-24 10:15
夕阳虽好近黄昏,06-24 10:15
要跌就快点磨磨唧唧,06-24 10:04
两个月不到，亏了50%,06-24 10:04
补缺口咯,06-24 10:04
……,06-24 10:04
已清仓。你们玩好。,06-24 10:04
9-11月份等2300抄底,06-24 10:04
2500必破,06-24 10:04
A50翻红，为啥大盘狂跌,06-24 10:04
今天放量大跌,06-24 10:04
加油啊,06-24 10:04
厉害了我的,06-24 10:04
曰线左肩的买者以全套上了！,06-24 10:04
到底要跌到多少？？？,06-24 10:04
茅台应该回归正路，靠黄牛不行,06-24 10:04
个股很多都创新低，很多股价2700,06-24 10:03
券商今天不地道了，应该拉的呀？,06-24 09:49
所以人家不愿意回来,06-24 10:03
大盘这样有什么意思啊,06-24 10:03
反正都到这了，要不把量化放一点出来试试？？不破不立嘛～,06-24 10:03
点数在山顶上,06-24 10:03
就问你服不服，差不多要退市2000只票，随随便便都中招，请问谁还敢来买？,06-24 10:03
只能无语泪流,06-24 10:03
投降输一半！,06-24 10:03
5%股票大涨，超级大市来了,06-24 10:03
#IPO受理、上会全部恢复，如何解读？#指熊为牛？指空为好？,06-24 10:03
下一站2600,06-24 10:03
跌成什么样啦？,06-24 10:03
都去销户。,06-24 10:03
我的股已经连续跌了10天了,06-24 10:03
下一步准备2800保卫战！,06-24 10:03
看得我直接想摔手机,06-24 10:03
不是我的问题，是市场的问题,06-24 10:03
明天2900才是进场机会,06-24 10:03
空头太猛了发生了什么？,06-24 10:03
如果谁家钱多可以进来捐款，大家只有躲平了，都不交易才有出路！,06-24 09:46
清仓式退出，我投降了！,06-24 09:44
每次都是开头赚点，后面亏完,06-24 10:03
大A表现太好了,06-24 10:03
我的大A,06-24 10:02
个股已经到了2000-2300的点位,06-24 10:02
二千六都保不住了,06-24 10:02
天天跌，还有谁哈哈哈,06-24 10:02
还能跌多少有人知道吗,06-24 10:02
操盘手够狠,06-24 10:02
比亚迪yyds,06-24 10:02
怎么又趺了，完了。,06-24 10:02
「有奖活动」政策助力下，科创板市场情绪有望延续好转，科创100后市怎么看$科创1,06-21 07:53
2900博反弹，但是估计2700迟早还是会去考验,06-24 10:01
2968或者2969,06-24 10:01
动静不大，等待中。,06-24 10:01
我上周五说的2975，这么快，真神速,06-24 10:01
半个小时[旺柴],06-24 10:01
！#IPO受理、上会全部恢复，如何解读？#,06-24 10:01
是什么样的感觉我不懂！,06-24 10:01
这是黄了吗,06-24 10:01
韭菜连根拔起，没有成长的空间#两市成交额不足6200亿，什么信号？#,06-24 10:01
嘿嘿,06-24 10:01
这个世界已经坏掉了,06-24 10:01
准备开饭啦[鼓掌],06-24 10:01
大盘连续回调了6周！,06-24 10:01
毫无底线……,06-24 10:01
彻底了！,06-24 10:01
茅台那么贵谁喝得起！,06-24 10:01
逆生长的天股，口号自嗨，宇宙第一，小可爱！,06-24 10:01
外资不是看好吗？,06-24 10:01
大盘要下到哪了,06-24 10:01
时隔两个月终于再次买到了一个涨停股唉现在账号目前还红着电力股我都冲高卖了目前把今,06-24 10:01
这市场才叫正常调整，走的是极端单边探底回升，干就完了,06-24 10:00
[微笑][微笑][微笑][微笑][微笑][微笑],06-24 10:00
股市和楼市是难兄难弟,06-24 10:00
缩量下跌还得跌，啥时有恐慌了啥时候回来，管住手,06-24 10:00
你赚钱了吗,06-24 10:00
周五的股指不说了，一如既往的弱势，指数在跌穿3000点的时候2995点是下一个支,06-24 09:47
[捂脸]原来只要你不走，几万块真的可以给你跌没,06-24 10:00
好好好，,06-24 10:00
2948,06-24 10:00
什么货？就你，说话如婴儿自喃,06-24 10:00
卖了芯片出来抄底其他的好舒服啊哈哈哈哈哈,06-24 10:00
周五，大盘破位3000点，沪深两市缩量成交6196亿，创年内第二“地量”。近期市,06-24 10:00
为什么不买涨得，是不喜欢红色吗？,06-24 10:00
看样子现在防线后撤了。,06-24 09:36
"以大局长远为目标,不要为小群体而不顾市场最核心关切!停止量化停止转融通",06-24 09:36
今天继续护盘,06-24 09:36
大哥，不要这么玩吧！,06-24 09:36
大A.大A[怒][怒],06-24 09:36
如何解读，先跌为敬#IPO受理、上会全部恢复，如何解读？#,06-24 09:36
重启ipo杀伤力这么大么,06-24 09:36
清仓销户,06-24 09:36
根本不是空方的对手啊！！！上去就打下来了,06-24 09:36
各位，绝望吗？有什么想对这个市场说的吗？,06-24 09:35
越亏损越会涨，看看爱乐达，大家不要听专家的忽悠。,06-24 09:35
卸载，看不下去了,06-24 09:35
只能狂笑。,06-24 09:35
石油银行拉起来,06-24 09:35
全民消户,06-24 09:35
5分钟流出30亿,06-24 09:35
这个星期2900保卫战,06-24 09:35
4670支股票下跌，说明什么？,06-24 09:35
现在是我不买你怎么割我,06-24 09:35
属实服气，，每天4000加下跌，，都不玩了我看你跌哪里去,06-24 09:26
每天四千多家待涨,06-24 09:35
再回首,06-24 09:35
清仓保平安,06-24 09:34
赶紧破2650,06-24 09:34
2个重要消息！老乡别走？下周，A股迎来“大变脸”,06-23 07:51
今日幽你一默,06-21 02:10
今天必上3000,06-24 09:34
一年白干了,06-24 09:34
稳定高业绩高股息率的中特估是未来主线。推荐江苏银行，建设银行，上海银行承诺中期也,06-24 09:34
真的不知道说什么好了？骂也不想骂了。,06-24 09:33
3000点是高峰了,06-24 09:33
倒地什么才是真的,06-24 09:33
必破2635[拜神][拜神][拜神][拜神],06-24 09:33
$上证指数(SH000001)$,06-24 09:33
那就应该让暴风雨来得更猛烈些,06-24 09:33
越来越少人玩了，我也不玩了，休息,06-24 09:33
哈哈哈哈[大笑][大笑],06-24 09:33
大牛,06-24 09:33
太牛了,06-24 09:33
2900↗,06-24 09:33
都别炒了，没意思,06-24 09:33
疯狂的下跌吧！,06-24 09:33
低开高走，千古涨停,06-24 09:27
漂亮,06-24 09:32
A股：不必猜了，明天周一，（6月24号）明天大盘走势已定，大盘会这样走！！！,06-23 08:22
赶紧上市，把数字变成现金先，然后再慢慢套出来，这才是归宿,06-24 09:32
2500见了，成交量会腰斩，股价也会,06-24 09:32
逻辑可能是这样的：出那么多利好都不涨，那行我就出利空吧！,06-24 09:32
大盘每天都不下跌太多但是个股还剩下多少,06-24 09:32
中午翻红！,06-24 09:32
都掉幻想，远离股市!,06-24 09:32
市场己解读,06-24 09:32
破位了,06-24 09:32
大牛市来了,06-24 09:32
棒棒哒[鼓掌],06-24 09:32
惊弓之鸟,06-24 09:32
打卡，下班，洗洗睡！今天我结束！,06-24 09:32
低开高走,06-24 09:32
笑死人，天天跌,06-24 09:32
跳空低开[赞][大笑][韭菜],06-24 09:32
今天4800家待涨,06-24 09:32
才能涨！,06-24 09:32
新的一周开始了，继续砸盘，干到2950再说,06-24 09:32
哈哈，真不错,06-24 09:32
大家稳住，我去西天请如来佛祖,06-24 09:32
……,06-24 09:32
又是一首凉凉,06-24 09:31
大A已经放飞自我了,06-24 09:31
上午暴跌下午收红,06-24 09:31
下跌力度不够大啊，再接再厉，嗯,06-24 09:31
这一天果然是来了[捂脸],06-24 09:31
哈哈哈哈哈哈,06-24 09:31
为何这么多年还是三千点左右！,06-24 09:31
故意做空让社保进,06-24 09:25
做多的好惨,06-24 09:31
用踩往死里踩[为什么],06-24 09:31
开盘就是跌，还不如不开市,06-24 09:31
漂亮，跌到2600点抄底,06-24 09:26
2800一定回来了！这样的股市！大家撤,06-24 09:25
股市散户资金还是太多，必须在杀几波才能降温,06-24 09:19
保卫战？,06-24 09:27
天天低开？？？？,06-24 09:27
跌不动了，十字星，非常对，我看多，七月普涨,06-23 10:48
今天煤炭护盘了,06-24 09:27
每天开盘就是4000家下跌谁能受得了,06-24 09:27
大利好，又有大量新股可以打了，中签就是吃肉！冲啊,06-24 09:27
一辈子都是3000点保卫战,06-24 09:27
假的，吓唬谁呢，听话拉起来！,06-24 09:27
快速下跌了，最少40个点下跌,06-24 09:27
2950-2980区间看量能再考虑是否建仓！不急着上班[大笑],06-24 09:26
哈哈，两个集合竞价，就把抄底的套住！用最少的钱就把事办完美了！牛！！！,06-24 09:26
又是一片绿色,06-24 09:26
哇哦,06-24 09:26
进入狮王螺旋了？,06-24 09:26
击穿2600点，才能真正算是底部确认，现在就说见底了，那是做梦！！！,06-24 09:26
深不见底,06-24 09:26
茅台1399止跌,06-24 09:26
现在我的钱比2600还少的多，这要是再回到2600还能剩点渣吗？,06-24 09:26
新周一，空空如也，绿色黯然,06-24 09:26
散户今天就是看，别动,06-24 09:26
上证到2900去了。,06-24 09:26
低开高走吧,06-24 09:26
全屏都是60日新低,06-24 09:26
抄底大军来了！干,06-24 09:26
IPO重启,06-24 09:26
666,06-24 09:25
快跑,06-24 09:25
看多三万点,06-24 09:25
真棒,06-24 09:25
今天起新低开始,06-24 09:25
，模拟仓梭哈,06-24 09:25
新旧淘汰，阵痛期，科技兴国，白酒死！,06-24 09:20
一周跌4天平2天小幅涨一天,06-24 09:25
继续下跌信号#两市成交额不足6200亿，什么信号？#,06-24 09:25
今天房地产又要拉高骗人接盘了,06-24 09:21
6月24号今日市场前瞻：继续弱势震荡，关注鸿蒙和商业航天。,06-24 09:14
，销户,06-24 09:24
没救了,06-24 09:24
今天复盘吗,06-24 09:18
再往下就是买点，小心空头陷阱,06-24 09:24
2800见,06-24 09:23
本周走势参考1月29号,06-24 09:23
先跑吧！出来看看先[哭][滴汗][滴汗][滴汗],06-24 09:23
最近发现一个问题，ST股票还能融资融券吗？,06-24 09:12
开盘咯[旺柴],06-24 09:23
手中有三只股，开盘两只打到跌仃，市盈率都只有13~30，一分钟后又拉到平盘。这是,06-24 09:22
走了,06-24 09:22
低开多少(•_•),06-24 09:22
会跑会跑快跑,06-24 09:22
没有不跌的一天,06-24 09:21
绿色草原！,06-24 09:20
大家都不要过了,06-24 09:20
秉承回调不过5原则 本周大盘比翻红！！！,06-24 08:57
2980开,06-24 09:19
IPO来了，快跑啊。,06-24 09:17
大家早上好！今天星期一。消息刺激与情绪左右的市场，在没有消息与情绪低落的情况下，,06-24 07:52
半年线在支撑不住，那就没有底了,06-24 09:19
今天拉银行证券黄金。,06-24 09:19
即将阔别三千，以后无需再关注什么点了，其实都一样,06-24 09:19
A股周一早评：危机，就是危与机,06-24 09:18
你说咋样就咋样#IPO受理、上会全部恢复，如何解读？#,06-24 09:18
今天暴跌！#IPO受理、上会全部恢复，如何解读？#,06-24 09:17
我说了要破一下，尾盘居然没有拉回三千，下周受累吧。,06-22 05:42
鱼塘又要放鱼了，缺水缺氧,06-24 09:16
今天我就看看热闹。不买也不卖，因为我没有钱了！,06-24 09:16
证监会热线12386,06-24 09:16
黑色星期一来了快跑快跑快跑快跑快跑,06-24 07:52
悬着的心终于还是死了[坏笑],06-24 09:16
星期五尾盘老鼠仓跑路了，知道内情，唉，什么玩意嘛,06-24 09:15
买在2635深套在3000点。这是什么行情,06-24 09:15
不知不觉跌了一个月[牛],06-24 09:15
九点半我去拉,06-24 09:15
A股又跌破3000点了，胡锡进亏损6.66万！,06-23 10:09
七月将加速下跌,06-24 09:14
今天是6月24号早上8:45分，不啰嗦，就干这个。,06-24 08:46
操作：清仓，清仓，这个板块一分不留！撤退1个，加仓4个，发车,06-21 01:25
是十米跳台，还是三米跳板?,06-24 09:13
【盘前解析】本周是月末+季度末+半年末的三重时间点，一般这个时候资金面都比较紧张,06-24 09:12
每天看新闻，哪哪都是重大利好，重大利好！史诗级！机会来了！等等的信息[囧]厉害了,06-24 09:03
马上要开重要会议,06-24 09:12
6.24（周一）早评,06-24 09:12
网上一个散户对我说：只要股民逆向思维就能挣钱了，我无语了,06-24 09:11
马斯克名言【如何面对痛苦】，适合当今所有散户,06-24 09:11
